AD,6752,2016/08/17
AE,2133,2016/08/17
AE,5384,2016/08/17
AE,5525,2016/08/17
AE,5613,2016/08/17
AE,8959,2016/08/17
AE,8960,2016/08/17
AE,8961,2016/08/17
AE,8966,2016/08/17
AE,15802,2016/08/17
AE,25465,2016/08/17
AE,33847,2016/08/17
AE,35086,2016/08/17
AE,39031,2016/08/17
AE,41152,2016/08/17
AE,44703,2016/08/17
AE,47201,2016/08/17
AE,47862,2016/08/17
AE,48562,2016/08/17
AE,50030,2016/08/17
AE,50602,2016/08/17
AE,50811,2016/08/17
AE,51182,2016/08/17
AE,51358,2016/08/17
AE,52216,2016/08/17
AE,56479,2016/08/17
AE,57036,2016/08/17
AE,57143,2016/08/17
AE,57163,2016/08/17
AE,57171,2016/08/17
AE,57187,2016/08/17
AE,57585,2016/08/17
AE,57702,2016/08/17
AE,57913,2016/08/17
AE,58283,2016/08/17
AE,58287,2016/08/17
AE,59536,2016/08/17
AE,59695,2016/08/17
AE,59773,2016/08/17
AE,59868,2016/08/17
AE,59968,2016/08/17
AE,59981,2016/08/17
AE,59982,2016/08/17
AE,59983,2016/08/17
AE,60051,2016/08/17
AE,60080,2016/08/17
AE,60117,2016/08/17
AE,60140,2016/08/17
AE,60924,2016/08/17
AE,61137,2016/08/17
AE,61374,2016/08/17
AE,61963,2016/08/17
AE,62045,2016/08/17
AE,62049,2016/08/17
AE,62458,2016/08/17
AE,197024,2016/08/17
AE,197381,2016/08/17
AE,197911,2016/08/17
AE,198129,2016/08/17
AE,198157,2016/08/17
AE,198247,2016/08/17
AE,198381,2016/08/17
AE,198394,2016/08/17
AE,198398,2016/08/17
AE,198503,2016/08/17
AE,198504,2016/08/17
AE,198861,2016/08/17
AE,199878,2016/08/17
AE,200612,2016/08/17
AE,200851,2016/08/17
AE,200852,2016/08/17
AE,201340,2016/08/17
AE,201645,2016/08/17
AE,201678,2016/08/17
AE,201700,2016/08/17
AE,202024,2016/08/17
AE,202025,2016/08/17
AE,202041,2016/08/17
AE,202670,2016/08/17
AE,202715,2016/08/17
AE,203267,2016/08/17
AE,203540,2016/08/17
AE,203896,2016/08/17
AE,204014,2016/08/17
AE,204015,2016/08/17
AE,204206,2016/08/17
AF,7494,2016/08/17
AF,17411,2016/08/17
AF,24244,2016/08/17
AF,38742,2016/08/17
AF,45178,2016/08/17
AF,45521,2016/08/17
AF,45784,2016/08/17
AF,45790,2016/08/17
AF,55330,2016/08/17
AF,55424,2016/08/17
AF,55732,2016/08/17
AF,55745,2016/08/17
AF,58427,2016/08/17
AF,58469,2016/08/17
AF,58471,2016/08/17
AF,58630,2016/08/17
AF,58697,2016/08/17
AF,59295,2016/08/17
AF,59317,2016/08/17
AF,59355,2016/08/17
AF,59381,2016/08/17
AF,64007,2016/08/17
AF,64081,2016/08/17
AF,131284,2016/08/17
AF,132173,2016/08/17
AF,132192,2016/08/17
AF,132222,2016/08/17
AF,132404,2016/08/17
AF,132471,2016/08/17
AF,132707,2016/08/17
AF,133022,2016/08/17
AF,133066,2016/08/17
AF,133076,2016/08/17
AF,133141,2016/08/17
AF,133174,2016/08/17
AF,133202,2016/08/17
AF,133457,2016/08/17
AF,133510,2016/08/17
AF,133533,2016/08/17
AF,133586,2016/08/17
AF,133894,2016/08/17
AF,134112,2016/08/17
AF,134134,2016/08/17
AF,134152,2016/08/17
AF,135298,2016/08/17
AF,135376,2016/08/17
AG,11229,2016/08/17
AG,11594,2016/08/17
AG,13481,2016/08/17
AG,19246,2016/08/17
AG,53312,2016/08/17
AI,2740,2016/08/17
AI,32338,2016/08/17
AI,393410,2016/08/17
AL,5414,2016/08/17
AL,5576,2016/08/17
AL,6843,2016/08/17
AL,12783,2016/08/17
AL,21183,2016/08/17
AL,21246,2016/08/17
AL,29238,2016/08/17
AL,33924,2016/08/17
AL,35047,2016/08/17
AL,35444,2016/08/17
AL,39611,2016/08/17
AL,41439,2016/08/17
AL,42313,2016/08/17
AL,42391,2016/08/17
AL,42409,2016/08/17
AL,42460,2016/08/17
AL,47394,2016/08/17
AL,48265,2016/08/17
AL,50616,2016/08/17
AL,50973,2016/08/17
AL,52073,2016/08/17
AL,56468,2016/08/17
AL,56671,2016/08/17
AL,56782,2016/08/17
AL,57070,2016/08/17
AL,57388,2016/08/17
AL,57961,2016/08/17
AL,58166,2016/08/17
AL,59706,2016/08/17
AL,60136,2016/08/17
AL,60304,2016/08/17
AL,60352,2016/08/17
AL,60471,2016/08/17
AL,61364,2016/08/17
AL,196838,2016/08/17
AL,197167,2016/08/17
AL,197706,2016/08/17
AL,198279,2016/08/17
AL,199276,2016/08/17
AL,199393,2016/08/17
AL,200045,2016/08/17
AL,200927,2016/08/17
AL,201249,2016/08/17
AL,201524,2016/08/17
